neighborhood,title,price,bedrooms,pid,longitude,sourcepage,link,date,latitude,sqft
redwood city,LIVE IN HORSE COUNTRY,7250,5,4725649101,,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4725649101.html,2014-11-14 14:43,,3800
SF,*** 2 BEDROOM 2 BATH APARTMENT,,,4761831125,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761831125.html,2014-11-14 15:11,,
USF / panhandle,Jr one bedr full sep granite kitch bath hall,1699,1,4761812320,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761812320.html,2014-11-14 15:11,,400
glen park,"UpperFlat in SafeNeighborhd w IncredibleView nr BART, MUNI, GoogleStop",3100,2,4761829891,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761829891.html,2014-11-14 15:11,,1000
cole valley / ashbury hts,Showing this Sunday: 2BD/2BA with parking,4295,2,4761760056,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761760056.html,2014-11-14 15:10,,
potrero hill,"One of a kind, 1 bedroom 1.5 bath 2-story loft",3495,1,4761818083,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761818083.html,2014-11-14 15:10,,
inner sunset / UCSF,Must See Top Floor Studio Apartment by Golden Gate Park,2095,,4761827373,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761827373.html,2014-11-14 15:09,,
russian hill,Exquisite Furnished Apartment in Russian Hill ,4300,1,4761819160,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761819160.html,2014-11-14 15:08,,
twin peaks / diamond hts,Remodeled 2-level condo with views from on top of San Francisco,3995,2,4761817096,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761817096.html,2014-11-14 15:08,,1146
san jose north,2 Bedroom 2 Bath Condo with Balcony,2100,2,4761813281,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761813281.html,2014-11-14 15:44,,
sunnyvale,LARGE 2BR/1 BATH Apartment/Home w/Private Covered Carport ,2175,2,4739523668,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4739523668.html,2014-11-14 15:44,,1005
sunnyvale,"Sparkling Pool, spacious 3 bed, 2 bath apartment. Nicely updated",2695,2,4761835820,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761835820.html,2014-11-14 15:43,,
san jose west,Very Nice 2-Story 2br/1.5ba Townhouse - No one Above or Below You!,1995,2,4761873255,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761873255.html,2014-11-14 15:41,,1100
sunnyvale,"Ground Floor - A/C, Pool - Wood Floor - Bonus Offer",2395,2,4761872566,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761872566.html,2014-11-14 15:41,,880
santa clara,"1 bedroom, with dishwasher, sparkling pool and more! Available Now!",1595,1,4761853529,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761853529.html,2014-11-14 15:40,,
san jose downtown,This Studio Apartment Has Laundry Appliances & Granite Countertops!,2200,,4761863978,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761863978.html,2014-11-14 15:40,,599
mountain view,"2 Bedroom 1 Bath Available, REMODELED",2899,2,4721087439,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4721087439.html,2014-11-14 15:38,,915
rohnert pk / cotati,Spacious 4 bedroom home in Rohnert Park's G section! - See more at: ht,1950,4,4761769139,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761769139.html,2014-11-14 14:31,,1610
kentfield / ross,"Close To Everything, But Nothing Even Comes Close..",1585,1,4761749646,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761749646.html,2014-11-14 14:30,,600
napa county,Fairgrounds Mobile Estates has beautiful rentals for you!,1695,,4737398587,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4737398587.html,2014-11-14 14:30,,
santa rosa,CALLING ALL DOGS! NO WEIGHT LIMIT/FEW RESTRICTED BREEDS,1815,2,4728165388,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4728165388.html,2014-11-14 14:29,,1000
petaluma,Two Story Townhouse(1400 sq.ft.),2100,3,4761760879,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761760879.html,2014-11-14 14:26,,1400
novato,"Beautiful Stonetree Home, Fantastic Kitchen, Views!",5700,5,4758445719,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4758445719.html,2014-11-14 14:25,,4910
petaluma,Spaciaous Loft in the Heart of Downtown Petaluma!!,1852,,4761740692,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761740692.html,2014-11-14 14:25,,648
san rafael,Open House tomorrow from 10am-1pm,1850,1,4761743736,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761743736.html,2014-11-14 14:25,,
concord / pleasant hill / martinez,Beautiful Virginia Hills 3/2 ranch,2200,3,4761857414,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761857414.html,2014-11-14 15:30,,1251
walnut creek,Best Location! Top Floor One Bedroom Apt.! Washer&Dryer!,1985,1,4761844135,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761844135.html,2014-11-14 15:29,,600
fremont / union city / newark,Fremont Bell - Remodeled Two-Bedroom in Excellent Location ,1875,2,4761847327,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761847327.html,2014-11-14 15:29,,850
oakland downtown,3a-115|Studio w/ Washer Dryer| Patio,2129,,4761846167,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761846167.html,2014-11-14 15:28,,525
fremont / union city / newark,"Charming 2x2 with walk in closet, vaulted ceiling & corner unit!",2510,2,4761769127,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761769127.html,2014-11-14 15:28,,1036
oakland downtown,2-306|Loft Inspired |Dogs Welcome,2316,1,4761844922,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761844922.html,2014-11-14 15:27,,776
redwood city,EXECUTIVE COMTEMPORY HOME IN EMERALD HILLS,6950,5,4748193460,,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4748193460.html,2014-11-14 14:43,,3800
san mateo,Amazing 2 bedroom prices at CitySouth!,3141,2,4761746985,,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761746985.html,2014-11-14 14:40,,1029
belmont,Belmont 2BR w/Large Balcony ,2125,2,4761777601,,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761777601.html,2014-11-14 14:36,,
palo alto,OPEN HOUSE SATURDAY 11am-1pm...EXTRA LARGE STUDIOS...These Go FAST!,1595,,4758411998,,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4758411998.html,2014-11-14 14:33,,550
mountain view,3 Bedroom Condo Near Downtown Mountain View,4200,3,4761749346,,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761749346.html,2014-11-14 14:32,,1263
san bruno,Mills Park Home in San Bruno- FOR RENT,3800,3,4761767313,,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761767313.html,2014-11-14 14:30,,
san mateo,All New Appliances/ All New Flooring/ Huge Balcony/ Pool/ Parking ,2225,,4739270533,,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4739270533.html,2014-11-14 14:29,,740
san mateo,All New Gourmet Kithchen/ Granite/ Palm Trees/ Pool/ Huge Balcony ,2225,1,4731220724,,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4731220724.html,2014-11-14 14:29,,740
SOMA / south beach,Stunning 1 Bedroom in the Heart of SF! Make 1190 Mission Home Today!,3074,1,4761693953,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761693953.html,2014-11-14 15:07,,
noe valley,Open Sat 12-12:45 - Three Bdrm Flat - VIEWS - Top Floor,4850,3,4761812089,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761812089.html,2014-11-14 15:07,,1200
hayes valley,2200 Sunny VW Quiet TOP FL lndry elev. HEART OF H.V.**OPEN SUN 3:30-4*,2200,,4761821454,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761821454.html,2014-11-14 15:05,,
marina / cow hollow,Awesome Marina Spacious Corner Apartment,3550,1,4761811613,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761811613.html,2014-11-14 14:58,,925
bayview,Come See Sat. AM Unique Bright Warehouse Live Work Studio,3450,1,4761785738,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761785738.html,2014-11-14 14:58,,2000
bayview,"Luxury Apartments, Private Balcony, Modern Fitness Center",4003,2,4761780629,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761780629.html,2014-11-14 14:58,,1612
western addition,Beautiful 2 bedroom - Pets ok! Redone!,3650,2,4738007005,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4738007005.html,2014-11-14 14:56,,
willow glen / cambrian,Holiday Special! Don't miss Out!,2450,3,4761851665,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761851665.html,2014-11-14 15:38,,1200
san jose downtown,Apartment for rent near San Jose downtown,850,,4761867549,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761867549.html,2014-11-14 15:37,,
san jose north,Family Home in Great Location,3100,4,4761815837,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761815837.html,2014-11-14 15:36,,
cupertino,"1X1 READY NOW!! FULL SIZE W/D,AC/HEAT,HEATED POOL, PETS OK!",2390,1,4761838834,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761838834.html,2014-11-14 15:36,,753
tiburon / belvedere,"Epic Bay Views W/ Private Deck, Pool, Walk to Town!",3750,2,4761755184,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761755184.html,2014-11-14 14:22,,1209
petaluma,Don't wait! These spacious apartment homes are going fast!,2606,2,4761736247,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761736247.html,2014-11-14 14:20,,1263
napa county,Apply Today Move In Tomorrow!,1699,1,4761698099,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761698099.html,2014-11-14 14:11,,985
santa rosa,"LUXURY LIVING, RESORT AMENITIES AND DESIGNER APARTMENTS",1620,1,4761724880,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761724880.html,2014-11-14 14:10,,
san rafael,Deluxe 1 Bed/1Bath in Terra Linda,1850,1,4761716536,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761716536.html,2014-11-14 14:10,,649
napa county,1B/1B Available Now to Move In! Two weeks FREE! ,1275,1,4761701424,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761701424.html,2014-11-14 14:01,,690
pittsburg / antioch,"Big Three BR Single Family, Recently Remodeled, Two Bath, Lots of Park",1485,3,4761690430,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761690430.html,2014-11-14 15:27,,1612
pittsburg / antioch,"Relax by the lake, spacious 2b/2b",1515,2,4761815299,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761815299.html,2014-11-14 15:27,,986
fremont / union city / newark,Fully-equipped fitness center on-site!,2215,2,4761840329,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761840329.html,2014-11-14 15:27,,870
hayward / castro valley,Hayward Home w/ 2 Bath & Garage....Available Now!,2000,3,4761852287,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761852287.html,2014-11-14 15:26,,1000
dublin / pleasanton / livermore,3BD/2Ba Luxury Condo Terraces Dublin Ranch,2760,3,4761832602,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761832602.html,2014-11-14 15:25,,1246
san leandro,Clean Home For Rent,1800,2,4761850787,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761850787.html,2014-11-14 15:25,,
oakland downtown,2-212|Loft Inspired|Corner Suite |Dogs Welcome,2316,1,4761843494,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761843494.html,2014-11-14 15:24,,776
lafayette / orinda / moraga,"Vanguard Apartments - Spacious 2 Bedroom, 2 Bath Apartment Home!",2045,2,4761847629,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761847629.html,2014-11-14 15:23,,1150
lafayette / orinda / moraga,"Rheem Apartments - Lovely and Spacious Three Bed, Two Bath Apartment",2895,3,4761846728,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761846728.html,2014-11-14 15:22,,
palo alto,OPEN HOUSE SATURDAY 11am-1pm...Furnished Studio! Close to Everything! ,1750,,4758139709,,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4758139709.html,2014-11-14 14:28,,535
pacifica,"Spacious Two Bedroom, Two Bathroom in a Pet Friendly Community!",2669,2,4745917755,,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4745917755.html,2014-11-14 14:28,,955
mountain view,Mountain and City Views From Your New Apartment at Carmel The Village!,4485,2,4761753282,,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761753282.html,2014-11-14 14:28,,1054
daly city,Reserve this 2 bedroom 2 bath with washer and dryer! Near Colma BART!,3023,2,4761734192,,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761734192.html,2014-11-14 14:24,,1035
burlingame,Renovated Top Floor Studio! Move in Ready! W/D in home! Location!!!,2122,,4761735877,,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761735877.html,2014-11-14 14:23,,520
redwood city,2bedroom/2 bath Condo,2400,2,4761755365,,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761755365.html,2014-11-14 14:22,,
palo alto,Charming FULLY FURNISHED one bed room UTILITIES INCLUDED,2695,1,4751599140,,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4751599140.html,2014-11-14 14:21,,520
inner sunset / UCSF,LARGE STUDIO FOR RENT-OCEAN VIEW-BEAUTIFUL FLAT-CLOSE TO UCSF,1850,,4758019403,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4758019403.html,2014-11-14 14:56,,
laurel hts / presidio,Beautifully Renovated Apartment w/ High End Finishes OPEN SAT @ 2pm,2995,1,4758360970,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4758360970.html,2014-11-14 14:56,,
inner richmond,Nice 2 bd/2 bathrooms condo! OPEN 11/15 Noon to 1 pm,3000,2,4761806932,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761806932.html,2014-11-14 14:55,,
bernal heights,"Fabulous View Flat, Huge Private Deck, Garage",4000,3,4761802738,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761802738.html,2014-11-14 14:53,,
pacific heights,Large and Bright Studio!,2750,,4750749088,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4750749088.html,2014-11-14 14:50,,543
pacific heights,"Junior 1 bedroom, Pet Friendly",2950,,4754978822,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4754978822.html,2014-11-14 14:50,,543
excelsior / outer mission,"Bright, Airy 3br/2ba Like New Flat w/ Parking, Laundry & Views",3200,3,4761782800,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761782800.html,2014-11-14 14:48,,
SOMA / south beach,Stunning 2 Bedroom in the Heart of SF! Move to 1190 Mission today!,4037,2,4761691094,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761691094.html,2014-11-14 14:45,,
san jose south,Spacious 2 Bedroom 2 Bath Available Now!!!!,2194,2,4761826435,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761826435.html,2014-11-14 15:35,,900
santa clara,Looking for a 2 or 3 bedroom? ,3150,2,4761840177,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761840177.html,2014-11-14 15:35,,1008
mountain view,Very unique cottage two bedroom,2411,2,4761847726,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761847726.html,2014-11-14 15:34,,748
campbell,- SPECIALS THIS WEEKEND ONLY $250 DEPOSIT OAC~MOVE IN IMMEDIATE $1929~,1929,1,4761807028,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761807028.html,2014-11-14 15:32,,660
sunnyvale,Ground Floor Unit- all new laminate style flooring!,1950,1,4738854338,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4738854338.html,2014-11-14 15:30,,700
sunnyvale,Newly Remodeled Apartment Homes!,1845,,4725349514,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4725349514.html,2014-11-14 15:29,,
san jose south,Best Location! Best Special! Best Three Bedroom! Hurry!,2149,3,4761856263,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761856263.html,2014-11-14 15:29,,1235
sunnyvale,Recently Remodeled Apartments Home,2495,2,4758166144,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4758166144.html,2014-11-14 15:29,,
san jose west,Gorgeous duplex in Desired Willow Glen Neighborhood!!!!!,2495,3,4761850253,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761850253.html,2014-11-14 15:29,,1100
san rafael,Only 2 Bedroom Available! Call Now Before It's To Late! ,2425,2,4761703678,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761703678.html,2014-11-14 13:58,,954
san rafael,Conveniently Located in the Heart of Central San Rafael!,1765,1,4736202649,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4736202649.html,2014-11-14 13:57,,650
napa county,Three Bdrm Townhome w/NEW Plank Flooring! AVAIL NOW!,3100,3,4761714532,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761714532.html,2014-11-14 13:56,,1615
santa rosa,Beautiful Two Story Townhome SR,1875,3,4755334208,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4755334208.html,2014-11-14 13:56,,1300
san rafael,Only 2 Bedroom Available! Call Now Before It's To Late! ,2375,2,4761704466,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761704466.html,2014-11-14 13:55,,954
santa rosa,"Spacious Two Story, 2.5 bath home in Courtside Village",2150,3,4757310411,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4757310411.html,2014-11-14 13:55,,2356
napa county,"Charming furn. patio Apt., Napa Nov15",1275,1,4761710441,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761710441.html,2014-11-14 13:54,,360
san rafael,Beautifully Remodeled Home! ,3700,3,4761697326,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761697326.html,2014-11-14 13:46,,
concord / pleasant hill / martinez,Lotus Apartments - One Bedroom Apartment Coming Soon,1150,1,4761821478,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761821478.html,2014-11-14 15:22,,670
hayward / castro valley,Hayward Triplex...Available Now,1500,2,4761830410,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761830410.html,2014-11-14 15:21,,
san leandro,Nice San Leandro Apartment...Available Now!,1495,2,4751015805,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4751015805.html,2014-11-14 15:19,,
fremont / union city / newark,Brand New Apartment For Rent 1 br,1500,1,4754040060,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4754040060.html,2014-11-14 15:19,,
dublin / pleasanton / livermore,1388 Great deal 1bd 1 bath APT,1388,,4761818750,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761818750.html,2014-11-14 15:19,,
Martinez,THIS IS A LARGE HOME FOR THE PRICE IN A GREAT AREA,2085,3,4761683143,,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761683143.html,2014-11-14 15:18,,
san mateo,Beautiful Luxury Apartments in a Central Location,3400,2,4742030396,,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4742030396.html,2014-11-14 14:20,,1045
san mateo,Huge 3 bedroom Apartment,3250,3,4761751338,,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761751338.html,2014-11-14 14:20,,1600
palo alto,Great Studio Available!,2453,,4761730632,,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761730632.html,2014-11-14 14:19,,508
pacifica,Spacious One Bedroom in a Pet Friendly Community!,2145,1,4740072700,,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4740072700.html,2014-11-14 14:16,,756
pacifica,Spacious Two Bedroom with Walk-Out Patio!,3529,2,4737280612,,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4737280612.html,2014-11-14 14:16,,925
pacifica,Beautiful Two Bedroom with Amazing Ocean View!,3629,2,4740205866,,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4740205866.html,2014-11-14 14:16,,925
castro / upper market,Studio in The Castro,2095,,4761789462,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761789462.html,2014-11-14 14:44,,
SOMA / south beach,South Beach Condo w/ Stunning Bay View & Parking!,5400,2,4758460360,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4758460360.html,2014-11-14 14:40,,
SOMA / south beach,Stunning Jr 1 Bedroom in the Heart of SF! Make 1190 Mission Home!,2297,1,4761696834,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761696834.html,2014-11-14 14:37,,
ingleside / SFSU / CCSF,2x1 Townhome with Garden Patio!,3105,2,4761749447,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761749447.html,2014-11-14 14:35,,950
russian hill,Charming 1BD with Views in Prime Russian Hill | OPEN HOUSE MON 11/17,2850,1,4740161761,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4740161761.html,2014-11-14 14:35,,
hayes valley,$3975 Totally remodeled 2BR 5 Clos Heart of Hayes Valley lndry ,3975,2,4761763038,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761763038.html,2014-11-14 14:31,,
nob hill,Large Private room in Great Location!,2200,1,4761731159,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761731159.html,2014-11-14 14:31,,
SOMA / south beach,"2BD/2BA Infinity Tower II, Parking, Hardwood,byAMSI DAWN CUSULOS ",5000,2,4761675589,,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761675589.html,2014-11-14 14:30,,
san jose north,only 7 yrs old / 1br 1bth condo- 825 sq ft - $1660 (san jose north),1660,1,4761854475,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761854475.html,2014-11-14 15:28,,825
santa clara,World-class Two Bedroom in Great Location! Fitness Ctr! Pool and Spa!,2483,2,4761836370,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761836370.html,2014-11-14 15:27,,1120
santa clara,A MUST tour today Studio ! ,1450,,4761822704,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761822704.html,2014-11-14 15:27,,386
sunnyvale,Stunning 2 Bed 2 Bath w/ Granite Countertops and Modern Finishes!,2885,2,4761739423,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761739423.html,2014-11-14 15:26,,987
milpitas,"2nd Floor, 2X1 Apartment, Heated Pool, Gym, Pet Friendly, Call Today",2100,2,4761706821,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761706821.html,2014-11-14 15:26,,820
sunnyvale,"Great 1 bed/1 bath apartment available from December 18, 2014",1899,1,4761851347,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761851347.html,2014-11-14 15:26,,
sunnyvale,Spacious 1x1 apt and ready to move in. 1/2 month off move in special.,2125,1,4761823994,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761823994.html,2014-11-14 15:25,,717
san jose north,Your Morning Commute Just Got Easier!,2252,2,4761801614,,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761801614.html,2014-11-14 15:25,,983
santa rosa,Near Downtown Santa Rosa & Railroad Square!,1850,2,4761685111,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761685111.html,2014-11-14 13:39,,
rohnert pk / cotati,Amazing Move In special Renovated 1bedroom1bath Up stairs,1399,1,4761680619,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761680619.html,2014-11-14 13:36,,670
rohnert pk / cotati," Large Remodel, 2bed/1bath, NO SMOKING in Rohnert Park",1475,2,4722435316,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4722435316.html,2014-11-14 13:32,,1000
santa rosa,"BRIGHT & GENEROUS ONE BEDROOM WITH A POOL, SPA & GYM",1459,1,4761645101,,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761645101.html,2014-11-14 13:31,,
